# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.23        2234609.25
2                       4.45        2222681.19
4                       8.83        2207837.17
8                      17.80        2225605.68
16                     35.75        2234398.06
32                     71.25        2226634.82
64                    139.99        2187361.98
128                   263.86        2061384.42
256                   507.73        1983323.35
512                  1092.47        2133722.17
1024                 1980.92        1934491.12
2048                 3475.10        1696824.99
4096                 2964.63         723787.56
8192                 4887.96         596674.37
16384                7250.83         442555.70
32768                9230.51         281692.92
65536               10061.17         153521.34
131072              10683.50          81508.62
262144              10858.68          41422.56
524288              11004.68          20989.76
1048576             11057.57          10545.32
2097152             11103.17           5294.41
4194304             11101.66           2646.84
