# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.43        3429562.76
2                       6.72        3362186.14
4                      13.63        3407873.47
8                      27.09        3385947.97
16                     53.87        3366803.39
32                    107.82        3369342.66
64                    216.44        3381844.66
128                   422.28        3299032.50
256                   821.83        3210272.39
512                  1237.59        2417164.80
1024                 2237.78        2185335.80
2048                 3804.91        1857864.38
4096                 3344.55         816540.33
8192                 5135.58         626902.12
16384                7666.75         467941.20
32768                9396.97         286772.62
65536               10443.13         159349.59
131072              10619.12          81017.47
262144              10810.17          41237.53
524288              11177.35          21319.11
1048576             11263.63          10741.84
2097152             11314.96           5395.39
4194304             11323.01           2699.62
