# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.19        3190755.90
2                       6.19        3097355.95
4                      12.58        3144179.19
8                      24.82        3103007.28
16                     49.98        3123843.51
32                    100.13        3128981.66
64                    197.22        3081589.02
128                   394.05        3078516.95
256                   785.26        3067439.67
512                  1249.48        2440395.53
1024                 2222.23        2170148.60
2048                 3822.44        1866426.12
4096                 3338.44         815047.79
8192                 5077.61         619825.53
16384                7598.67         463786.18
32768                9419.35         287455.87
65536               10403.73         158748.29
131072              10784.59          82279.88
262144              11058.73          42185.70
524288              11193.23          21349.40
1048576             11254.70          10733.32
2097152             11293.97           5385.38
4194304             11298.08           2693.67
