# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.22        3221786.04
2                       6.41        3203072.23
4                      13.35        3337167.95
8                      26.86        3357930.70
16                     52.44        3277536.85
32                    104.38        3261985.22
64                    206.75        3230486.91
128                   409.23        3197087.13
256                   762.35        2977925.94
512                  1236.62        2415273.16
1024                 2211.41        2159584.81
2048                 3801.17        1856038.46
4096                 3338.98         815180.09
8192                 5098.07         622323.07
16384                7634.76         465988.74
32768                9381.50         286300.73
65536               10434.94         159224.56
131072              10851.19          82788.00
262144              11082.89          42277.85
524288              11137.11          21242.34
1048576             11232.54          10712.18
2097152             11329.84           5402.49
4194304             11349.52           2705.94
