# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.28        3277851.26
2                       6.38        3189157.34
4                      12.95        3237803.62
8                      25.32        3164848.03
16                     51.22        3201410.06
32                     99.38        3105743.18
64                    204.13        3189488.56
128                   395.62        3090771.81
256                   780.28        3047952.73
512                  1243.81        2429315.37
1024                 2211.42        2159594.00
2048                 3817.41        1863970.84
4096                 3336.32         814530.91
8192                 5064.56         618232.01
16384                7580.90         462701.51
32768                9384.73         286399.32
65536               10430.79         159161.21
131072              10825.25          82590.11
262144              11041.96          42121.72
524288              11186.56          21336.67
1048576             11252.90          10731.60
2097152             11285.59           5381.39
4194304             11288.10           2691.29
