# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.23        2231870.65
2                       4.41        2204887.29
4                       8.86        2215165.15
8                      17.60        2199581.43
16                     35.11        2194603.82
32                     70.27        2195959.54
64                    138.48        2163821.29
128                   260.84        2037790.31
256                   506.24        1977481.61
512                  1115.01        2177750.96
1024                 2005.67        1958665.25
2048                 3519.35        1718434.97
4096                 3003.79         733346.71
8192                 4918.01         600342.58
16384                7290.78         444994.00
32768                9200.93         280790.21
65536               10104.50         154182.40
131072              10665.50          81371.27
262144              10854.11          41405.14
524288              10994.89          20971.10
1048576             11060.25          10547.88
2097152             11119.09           5302.00
4194304             11125.03           2652.41
