# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.19        3193646.40
2                       6.32        3160388.95
4                      13.31        3327206.59
8                      26.13        3266195.16
16                     54.19        3386599.61
32                    104.36        3261334.45
64                    213.54        3336554.15
128                   404.59        3160870.79
256                   762.02        2976635.09
512                  1221.89        2386498.06
1024                 2207.83        2156085.13
2048                 3816.48        1863516.46
4096                 3344.56         816542.16
8192                 5120.74         625090.44
16384                7621.33         465168.86
32768                9416.68         287374.24
65536               10461.63         159631.86
131072              10887.49          83064.99
262144              11112.31          42390.10
524288              11263.18          21482.81
1048576             11328.59          10803.79
2097152             11366.01           5419.74
4194304             11338.79           2703.38
