# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.24        2235722.34
2                       4.46        2229086.26
4                       9.05        2261608.21
8                      17.74        2217142.20
16                     35.36        2210126.00
32                     70.74        2210543.19
64                    140.51        2195397.97
128                   265.31        2072725.12
256                   515.27        2012791.73
512                  1080.16        2109678.98
1024                 1989.02        1942397.83
2048                 3474.52        1696545.08
4096                 3030.34         739829.33
8192                 4913.12         599746.49
16384                7308.06         446048.80
32768                9221.91         281430.39
65536               10132.60         154611.26
131072              10675.43          81447.08
262144              10884.53          41521.20
524288              11047.84          21072.08
1048576             11113.11          10598.28
2097152             11159.85           5321.43
4194304             11168.33           2662.74
