# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.23        2227152.58
2                       4.50        2249208.35
4                       8.91        2227390.54
8                      17.81        2226557.59
16                     35.17        2198382.52
32                     70.32        2197419.16
64                    141.69        2213830.65
128                   264.10        2063249.96
256                   510.07        1992456.06
512                  1122.94        2193234.44
1024                 2030.42        1982827.84
2048                 3645.05        1779809.53
4096                 3036.53         741341.25
8192                 4963.79         605931.51
16384                7362.55         449374.55
32768                9267.89         282833.64
65536               10064.77         153576.13
131072              10658.15          81315.25
262144              10742.07          40977.75
524288              10930.58          20848.43
1048576             11093.76          10579.84
2097152             11145.65           5314.66
4194304             11155.66           2659.72
