# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.21        3214289.45
2                       6.40        3199066.03
4                      13.09        3273645.40
8                      25.73        3216744.60
16                     51.60        3225128.43
32                    104.40        3262581.53
64                    203.82        3184746.50
128                   401.40        3135943.49
256                   781.36        3052190.21
512                  1259.29        2459549.44
1024                 2239.71        2187216.36
2048                 3857.74        1883661.20
4096                 3367.89         822238.88
8192                 5111.93         624015.36
16384                7626.08         465458.84
32768                9444.37         288219.39
65536               10477.94         159880.67
131072              10869.45          82927.30
262144              11090.94          42308.58
524288              11226.44          21412.74
1048576             11293.37          10770.20
2097152             11330.66           5402.88
4194304             11307.14           2695.83
