# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.27        2270166.56
2                       4.60        2300990.81
4                       9.19        2296502.27
8                      18.20        2274394.87
16                     36.48        2279989.23
32                     72.20        2256271.16
64                    144.33        2255214.84
128                   271.15        2118384.11
256                   521.82        2038375.09
512                  1120.04        2187587.70
1024                 2037.98        1990210.09
2048                 3617.31        1766266.87
4096                 3035.92         741191.32
8192                 4951.37         604415.01
16384                7318.63         446694.00
32768                9224.44         281507.52
65536               10125.30         154499.74
131072              10682.86          81503.76
262144              10861.08          41431.73
524288              11020.48          21019.90
1048576             11017.85          10507.44
2097152             11095.32           5290.66
4194304             11102.51           2647.04
