# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.26        3261137.52
2                       6.49        3244635.64
4                      12.82        3205072.67
8                      25.45        3181617.57
16                     51.80        3237567.11
32                    101.13        3160206.21
64                    203.82        3184667.26
128                   387.68        3028737.90
256                   763.23        2981381.41
512                  1216.35        2375682.04
1024                 2182.48        2131327.82
2048                 3736.67        1824546.22
4096                 3280.20         800831.14
8192                 5023.43         613211.91
16384                7547.68         460673.84
32768                9321.22         284461.16
65536               10359.38         158071.60
131072              10764.85          82129.26
262144              11006.89          41987.94
524288              11147.76          21262.66
1048576             11220.81          10701.00
2097152             11256.57           5367.55
4194304             11269.57           2686.87
