# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.08        3077655.06
2                       6.45        3223946.02
4                      13.04        3260945.27
8                      26.20        3275106.04
16                     51.54        3220997.85
32                    101.07        3158329.32
64                    195.12        3048687.39
128                   386.82        3022023.52
256                   746.51        2916065.34
512                  1194.62        2333236.39
1024                 2204.47        2152804.23
2048                 3777.99        1844722.87
4096                 3361.01         820559.97
8192                 5047.14         616106.05
16384                7548.64         460732.45
32768                9318.20         284368.92
65536               10377.30         158345.08
131072              10633.96          81130.65
262144              10886.27          41527.82
524288              11205.31          21372.44
1048576             11273.51          10751.26
2097152             11333.12           5404.05
4194304             11347.89           2705.55
