# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.02
2                       6.07
4                      12.00
8                      24.14
16                     48.00
32                     95.22
64                    185.25
128                   358.83
256                   697.17
512                  1137.86
1024                 2053.33
2048                 3526.84
4096                 2899.31
8192                 4636.07
16384                7120.25
32768                9026.25
65536                9990.60
131072              10591.70
262144              10804.91
524288              10976.85
1048576             11029.31
2097152             11059.14
4194304             11060.89
