# OSU MPI Latency Test v7.2
# Size          Latency (us)
# Datatype: MPI_CHAR.
1                       0.56
2                       0.56
4                       0.56
8                       0.59
16                      0.56
32                      0.57
64                      0.56
128                     0.61
256                     0.63
512                     0.74
1024                    0.85
2048                    1.06
4096                    2.03
8192                    2.77
16384                   4.35
32768                   6.89
65536                   9.51
131072                 15.39
262144                 27.39
524288                 52.85
1048576               107.95
2097152               210.08
4194304               418.37
