# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.23        2229117.78
2                       4.47        2235025.35
4                       8.93        2231452.69
8                      17.87        2233339.83
16                     36.12        2257601.42
32                     71.14        2223021.58
64                    141.12        2204951.25
128                   261.67        2044303.51
256                   510.98        1996018.26
512                  1120.77        2189007.23
1024                 2023.22        1975797.53
2048                 3500.18        1709071.58
4096                 3020.55         737437.93
8192                 4918.07         600350.70
16384                7277.83         444203.75
32768                9212.00         281127.92
65536               10126.77         154522.19
131072              10657.62          81311.17
262144              10881.94          41511.32
524288              11039.61          21056.39
1048576             11066.97          10554.28
2097152             11148.23           5315.89
4194304             11124.68           2652.33
