# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.19        2194991.22
2                       4.42        2207687.82
4                       8.81        2203739.20
8                      17.64        2204387.81
16                     35.08        2192648.72
32                     69.91        2184547.65
64                    138.84        2169302.47
128                   261.83        2045516.32
256                   510.23        1993067.12
512                  1100.56        2149521.60
1024                 1993.23        1946510.26
2048                 3493.10        1705617.28
4096                 3013.12         735625.61
8192                 4916.63         600174.60
16384                7307.93         446040.46
32768                9217.61         281299.03
65536               10050.11         153352.46
131072              10704.18          81666.42
262144              10920.63          41658.89
524288              11080.71          21134.77
1048576             11148.16          10631.71
2097152             11187.74           5334.73
4194304             11189.53           2667.79
