# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       2.90
2                       5.80
4                      11.60
8                      23.29
16                     46.61
32                     92.59
64                    180.34
128                   348.46
256                   669.53
512                  1117.93
1024                 1997.04
2048                 3424.96
4096                 2877.30
8192                 4528.45
16384                6913.86
32768                8756.45
65536                9792.44
131072              10303.73
262144              10766.17
524288              11007.29
1048576             11047.68
2097152             11082.82
4194304             11092.31
