# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.14        3138604.04
2                       6.44        3219823.16
4                      12.96        3240985.17
8                      25.78        3222910.71
16                     52.29        3268097.51
32                    102.72        3210078.36
64                    205.06        3204113.76
128                   394.09        3078814.18
256                   747.56        2920147.38
512                  1212.11        2367397.01
1024                 2181.39        2130263.27
2048                 3728.23        1820422.54
4096                 3290.52         803349.49
8192                 5032.91         614368.61
16384                7516.68         458781.79
32768                9312.66         284199.90
65536               10382.30         158421.34
131072              10792.35          82339.09
262144              11024.33          42054.48
524288              11165.21          21295.96
1048576             11229.33          10709.12
2097152             11272.05           5374.93
4194304             11285.99           2690.79
