# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.09        3093918.96
2                       6.16        3078484.22
4                      13.00        3249433.30
8                      25.37        3171152.66
16                     51.59        3224535.65
32                    102.01        3187759.48
64                    199.94        3124060.95
128                   400.86        3131705.34
256                   775.00        3027353.37
512                  1245.91        2433410.85
1024                 2224.79        2172642.81
2048                 3818.64        1864569.45
4096                 3343.61         816309.85
8192                 5143.95         627924.17
16384                7651.51         467011.05
32768                9429.07         287752.38
65536               10472.47         159797.26
131072              10887.97          83068.61
262144              11137.27          42485.32
524288              11291.35          21536.55
1048576             11363.83          10837.39
2097152             11337.74           5406.26
4194304             11402.70           2718.62
