# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.24        2241944.33
2                       4.50        2250383.58
4                       9.03        2257765.01
8                      17.94        2242570.43
16                     35.99        2249618.04
32                     71.54        2235781.23
64                    143.90        2248439.89
128                   269.40        2104663.74
256                   515.55        2013862.99
512                  1083.50        2116217.37
1024                 1960.36        1914416.72
2048                 3463.38        1691105.25
4096                 2972.07         725602.05
8192                 4848.35         591839.83
16384                7267.32         443561.77
32768                9200.23         280768.73
65536               10118.11         154390.10
131072              10700.90          81641.36
262144              10896.38          41566.40
524288              11050.48          21077.11
1048576             11097.12          10583.04
2097152             11103.09           5294.36
4194304             11111.12           2649.10
