# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.51
2                       6.97
4                      13.84
8                      27.66
16                     54.67
32                    111.53
64                    225.41
128                   447.09
256                   848.84
512                  1130.07
1024                 2006.17
2048                 3563.46
4096                 3325.21
8192                 4962.69
16384                7452.03
32768                9243.67
65536               10420.32
131072              10808.51
262144              11060.24
524288              11222.76
1048576             11295.17
2097152             11335.25
4194304             11339.61
