# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.67
2                       7.22
4                      14.83
8                      29.70
16                     59.61
32                    118.52
64                    236.83
128                   465.19
256                   873.43
512                  1127.29
1024                 1974.22
2048                 3624.22
4096                 3365.96
8192                 5022.33
16384                7522.44
32768                9249.02
65536               10429.39
131072              10814.69
262144              11043.93
524288              11190.07
1048576             11249.06
2097152             11295.89
4194304             11310.71
