# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.60        2604397.48
2                       5.26        2630043.53
4                      10.48        2620502.37
8                      20.85        2606033.82
16                     41.86        2616163.80
32                     84.75        2648285.14
64                    168.52        2633152.67
128                   309.11        2414911.08
256                   572.04        2234536.07
512                  1007.33        1967448.99
1024                 1845.64        1802386.61
2048                 3234.99        1579586.30
4096                 2868.41         700294.49
8192                 4389.27         535800.07
16384                7341.93         448115.72
32768                9401.80         286920.20
65536               10671.58         162835.42
131072              10772.22          82185.52
262144              10925.92          41679.08
524288              11003.35          20987.23
1048576             11038.30          10526.95
2097152             11066.18           5276.76
4194304             11069.36           2639.14
