# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.92        1921834.83
2                       3.92        1958995.29
4                       7.81        1953543.04
8                      15.56        1945428.30
16                     31.08        1942734.68
32                     62.03        1938557.25
64                    121.80        1903164.95
128                   230.39        1799934.72
256                   468.29        1829261.27
512                   924.07        1804819.74
1024                 1712.04        1671910.02
2048                 3143.52        1534922.44
4096                 2704.10         660180.76
8192                 4337.43         529471.61
16384                6807.40         415490.65
32768                9074.98         276946.44
65536               10249.31         156392.02
131072              10465.55          79845.81
262144              10685.21          40760.84
524288              10811.73          20621.73
1048576             10893.92          10389.25
2097152             10836.13           5167.07
4194304             10822.80           2580.36
