# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.61        2611388.68
2                       5.29        2645222.51
4                      10.48        2619614.35
8                      21.09        2636536.98
16                     42.36        2647465.70
32                     83.70        2615716.11
64                    168.34        2630329.32
128                   317.51        2480552.85
256                   585.94        2288814.48
512                   991.69        1936889.19
1024                 1805.76        1763433.03
2048                 3100.38        1513858.71
4096                 2781.87         679167.08
8192                 4564.82         557228.61
16384                7326.35         447164.71
32768                9377.81         286188.11
65536               10641.01         162368.92
131072              10754.24          82048.34
262144              10904.17          41596.11
524288              10985.32          20952.84
1048576             11027.06          10516.23
2097152             11052.13           5270.07
4194304             11050.17           2634.57
