# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.97        1966387.49
2                       3.94        1968659.19
4                       7.86        1965904.16
8                      15.74        1967322.22
16                     31.02        1938976.06
32                     62.41        1950313.45
64                    122.01        1906358.59
128                   233.50        1824213.17
256                   473.18        1848368.94
512                   913.14        1783479.36
1024                 1683.42        1643963.23
2048                 3033.07        1480990.42
4096                 2613.67         638103.05
8192                 4237.87         517318.59
16384                6823.18         416453.95
32768                9015.83         275141.23
65536               10179.35         155324.59
131072              10431.10          79582.95
262144              10655.84          40648.80
524288              10791.07          20582.33
1048576             10859.89          10356.80
2097152             10803.73           5151.62
4194304             10768.81           2567.49
