# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       2.71
2                       5.48
4                      11.13
8                      22.24
16                     44.45
32                     88.93
64                    177.76
128                   332.25
256                   605.13
512                  1013.81
1024                 1856.56
2048                 3253.78
4096                 2828.76
8192                 4787.38
16384                7267.69
32768                9362.41
65536               10641.00
131072              10736.48
262144              10889.01
524288              10975.62
1048576             11003.43
2097152             11038.81
4194304             11041.67
