# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       2.74
2                       5.51
4                      10.98
8                      21.96
16                     43.78
32                     87.76
64                    174.87
128                   322.78
256                   605.85
512                   983.97
1024                 1792.16
2048                 3247.84
4096                 2840.06
8192                 4383.62
16384                7262.97
32768                9313.38
65536               10582.96
131072              10691.80
262144              10833.71
524288              10887.95
1048576             10921.55
2097152             10980.88
4194304             10982.66
