# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.92        1918427.62
2                       3.89        1945732.55
4                       7.74        1934167.12
8                      15.48        1935125.40
16                     30.75        1921688.66
32                     61.19        1912131.64
64                    119.74        1870918.77
128                   228.34        1783867.85
256                   463.70        1811337.95
512                   914.63        1786389.52
1024                 1720.90        1680564.94
2048                 3125.30        1526027.28
4096                 2668.03         651374.70
8192                 4372.45         533745.79
16384                6810.31         415668.32
32768                9036.65         275776.57
65536               10236.41         156195.18
131072              10486.15          80002.99
262144              10694.20          40795.15
524288              10783.53          20567.96
1048576             10856.72          10353.78
2097152             10831.16           5164.70
4194304             10815.73           2578.67
