# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.53        2525846.31
2                       5.20        2598031.97
4                      10.36        2588997.60
8                      20.70        2587330.80
16                     41.69        2605330.03
32                     82.57        2580382.75
64                    167.13        2611441.32
128                   307.45        2401932.66
256                   576.43        2251672.93
512                  1016.25        1984858.32
1024                 1879.19        1835150.13
2048                 3355.46        1638409.27
4096                 2917.27         712224.71
8192                 4696.87         573348.88
16384                7257.37         442954.61
32768                9285.67         283376.03
65536               10562.10         161164.86
131072              10678.76          81472.46
262144              10834.47          41330.24
524288              10906.72          20802.93
1048576             10949.92          10442.66
2097152             10979.75           5235.55
4194304             10986.66           2619.42
