# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       2.26
2                       4.53
4                       8.99
8                      17.99
16                     35.58
32                     69.81
64                    133.87
128                   264.42
256                   531.02
512                   915.60
1024                 1721.49
2048                 3011.95
4096                 2594.14
8192                 4304.64
16384                6754.82
32768                8921.15
65536               10121.25
131072              10446.36
262144              10646.77
524288              10810.28
1048576             10858.25
2097152             10800.58
4194304             10744.16
