# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.48        2482269.13
2                       5.37        2687395.10
4                      10.78        2694056.47
8                      21.36        2669862.60
16                     43.16        2697204.07
32                     85.14        2660779.14
64                    171.93        2686375.37
128                   320.84        2506544.63
256                   590.81        2307846.03
512                  1036.88        2025148.55
1024                 1915.09        1870208.74
2048                 3342.97        1632310.48
4096                 2985.33         728840.62
8192                 4888.22         596706.74
16384                7238.15         441781.68
32768                9315.88         284298.04
65536               10713.17         163470.02
131072              10817.78          82533.15
262144              10962.41          41818.27
524288              11050.67          21077.49
1048576             11078.05          10564.85
2097152             11109.41           5297.38
4194304             11104.89           2647.61
