# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.49        2493241.47
2                       5.07        2534656.98
4                      10.22        2555688.15
8                      20.54        2567532.01
16                     40.79        2549245.14
32                     80.60        2518830.72
64                    161.31        2520489.71
128                   291.93        2280713.17
256                   559.00        2183583.04
512                  1006.12        1965076.66
1024                 1860.95        1817337.12
2048                 3232.70        1578464.42
4096                 2870.23         700739.93
8192                 4595.92         561025.13
16384                7268.90         443658.25
32768                9003.41         274762.18
65536               10492.31         160099.95
131072              10666.28          81377.29
262144              10817.63          41265.99
524288              10896.13          20782.72
1048576             10937.85          10431.14
2097152             11002.06           5246.19
4194304             11009.24           2624.81
