# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.98        1976556.19
2                       3.99        1993883.45
4                       7.95        1987044.41
8                      15.84        1979516.09
16                     31.73        1983417.88
32                     62.95        1967306.56
64                    122.97        1921451.14
128                   235.58        1840459.54
256                   475.22        1856342.63
512                   915.90        1788869.81
1024                 1721.86        1681499.73
2048                 3229.75        1577024.37
4096                 2750.58         671528.77
8192                 4490.16         548114.91
16384                6843.36         417685.34
32768                8892.07         271364.53
65536               10283.54         156914.42
131072              10523.94          80291.26
262144              10721.12          40897.84
524288              10829.95          20656.49
1048576             10898.95          10394.05
2097152             10817.35           5158.12
4194304             10783.52           2570.99
