# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.02        2015308.35
2                       4.07        2036672.97
4                       8.03        2007505.18
8                      16.08        2009561.87
16                     32.04        2002247.65
32                     64.05        2001640.53
64                    125.30        1957885.40
128                   238.20        1860968.28
256                   478.81        1870351.45
512                   933.86        1823937.01
1024                 1743.22        1702360.74
2048                 3166.94        1546358.19
4096                 2714.08         662616.35
8192                 4371.73         533658.64
16384                6667.84         406972.49
32768                8768.37         267589.39
65536                9983.37         152334.10
131072              10415.93          79467.23
262144              10648.53          40620.92
524288              10789.41          20579.17
1048576             10868.26          10364.78
2097152             10788.78           5144.49
4194304             10775.37           2569.05
