# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.02        2016501.28
2                       4.00        2000823.40
4                       7.97        1993724.50
8                      15.90        1987741.04
16                     31.80        1987708.26
32                     63.03        1969636.33
64                    124.53        1945791.23
128                   234.94        1835452.65
256                   471.92        1843428.83
512                   924.51        1805686.93
1024                 1736.29        1695594.39
2048                 3134.19        1530365.54
4096                 2664.90         650610.12
8192                 4290.95         523797.71
16384                6890.97         420591.41
32768                9033.01         275665.55
65536               10198.66         155619.17
131072              10454.89          79764.46
262144              10665.29          40684.86
524288              10850.48          20695.64
1048576             10971.39          10463.14
2097152             10921.26           5207.66
4194304             10884.78           2595.13
