# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.00        1995015.39
2                       4.06        2030634.08
4                       7.99        1998655.84
8                      16.09        2011585.03
16                     31.90        1993469.95
32                     64.62        2019493.99
64                    124.59        1946727.38
128                   241.59        1887433.41
256                   475.87        1858868.60
512                   923.34        1803399.68
1024                 1731.18        1690606.31
2048                 3150.21        1538190.65
4096                 2684.86         655483.12
8192                 4423.27         539949.50
16384                6811.21         415723.10
32768                9010.56         274980.51
65536               10197.10         155595.37
131072              10480.66          79961.11
262144              10701.22          40821.92
524288              10844.09          20683.46
1048576             10918.10          10412.31
2097152             10871.75           5184.05
4194304             10837.19           2583.79
