# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.54        2539037.20
2                       5.08        2540278.09
4                      10.08        2520605.16
8                      20.28        2534949.83
16                     40.30        2518503.52
32                     81.03        2532076.86
64                    161.81        2528329.14
128                   299.17        2337266.97
256                   563.69        2201894.83
512                   990.71        1934988.38
1024                 1793.43        1751397.21
2048                 3042.46        1485574.20
4096                 2683.48         655146.11
8192                 4611.40         562914.46
16384                7190.21         438855.39
32768                9315.83         284296.51
65536               10581.91         161467.16
131072              10695.32          81598.81
262144              10830.81          41316.26
524288              10902.68          20795.21
1048576             10924.82          10418.72
2097152             10959.65           5225.97
4194304             10962.83           2613.74
