# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.60        2604628.01
2                       5.33        2664774.79
4                      10.60        2650516.19
8                      21.13        2641482.33
16                     42.19        2636655.59
32                     85.04        2657618.91
64                    169.78        2652794.10
128                   319.52        2496266.23
256                   583.54        2279461.48
512                  1030.18        2012078.51
1024                 1927.00        1881837.43
2048                 3452.66        1685870.84
4096                 3034.70         740892.89
8192                 4849.87         592024.78
16384                7335.47         447721.71
32768                9423.87         287593.56
65536               10671.30         162831.09
131072              10777.98          82229.45
262144              10935.81          41716.80
524288              11028.14          21034.51
1048576             11056.43          10544.23
2097152             11096.55           5291.25
4194304             11092.58           2644.68
