# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.94        1937600.13
2                       3.91        1955821.06
4                       7.76        1940333.18
8                      15.62        1953035.36
16                     31.13        1945362.25
32                     61.69        1927800.21
64                    121.53        1898952.07
128                   232.53        1816631.44
256                   467.24        1825145.99
512                   918.75        1794429.54
1024                 1710.53        1670437.64
2048                 3085.91        1506793.77
4096                 2605.10         636010.96
8192                 4240.12         517593.23
16384                6724.06         410404.34
32768                8860.56         270402.74
65536               10219.09         155931.01
131072              10465.58          79846.04
262144              10669.82          40702.13
524288              10806.84          20612.41
1048576             10851.25          10348.56
2097152             10812.57           5155.84
4194304             10792.51           2573.13
