# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.47        2470255.33
2                       5.14        2570654.64
4                      10.31        2578659.39
8                      20.46        2556890.11
16                     40.91        2557043.55
32                     82.54        2579230.74
64                    164.76        2574359.99
128                   301.01        2351618.56
256                   573.13        2238787.23
512                   995.17        1943684.12
1024                 1820.13        1777474.22
2048                 3233.15        1578684.76
4096                 2851.70         696215.26
8192                 4683.80         571752.64
16384                7226.25         441055.51
32768                9257.18         282506.67
65536               10578.67         161417.70
131072              10669.02          81398.17
262144              10796.78          41186.44
524288              10885.27          20762.00
1048576             10921.02          10415.09
2097152             10960.57           5226.41
4194304             10962.38           2613.63
