# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.44        2436628.53
2                       5.15        2574578.19
4                      10.28        2570533.33
8                      20.57        2571309.13
16                     41.23        2576939.77
32                     81.62        2550532.12
64                    164.60        2571870.00
128                   306.17        2391937.59
256                   569.93        2226277.60
512                  1005.35        1963570.97
1024                 1863.69        1820005.60
2048                 3287.83        1605383.98
4096                 2937.94         717270.92
8192                 4732.27         577669.11
16384                7264.96         443417.81
32768                9314.60         284258.89
65536               10618.06         162018.78
131072              10698.62          81624.02
262144              10829.19          41310.08
524288              10903.04          20795.90
1048576             10929.02          10422.73
2097152             10961.74           5226.96
4194304             10967.22           2614.79
