# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.57        2567330.14
2                       5.16        2581540.79
4                      10.38        2595525.16
8                      20.65        2580839.97
16                     41.38        2586510.18
32                     82.99        2593386.64
64                    166.26        2597739.44
128                   310.28        2424092.75
256                   577.23        2254799.30
512                   993.67        1940757.53
1024                 1798.31        1756165.91
2048                 3339.80        1630760.55
4096                 2927.56         714735.34
8192                 4812.47         587459.77
16384                7217.96         440549.24
32768                9357.52         285568.75
65536               10656.24         162601.36
131072              10738.68          81929.61
262144              10861.41          41432.98
524288              10934.57          20856.03
1048576             10970.31          10462.10
2097152             11038.68           5263.65
4194304             11053.65           2635.39
