# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.94        1939378.48
2                       3.97        1983122.20
4                       7.84        1959653.79
8                      15.72        1965594.90
16                     31.41        1963109.43
32                     61.82        1931849.42
64                    121.99        1906055.70
128                   229.70        1794536.30
256                   460.53        1798964.58
512                   922.22        1801214.99
1024                 1721.86        1681503.75
2048                 3170.10        1547898.73
4096                 2760.39         673923.74
8192                 4476.34         546428.71
16384                6811.22         415723.90
32768                8981.57         274095.88
65536               10220.50         155952.46
131072              10445.48          79692.70
262144              10653.64          40640.41
524288              10775.40          20552.44
1048576             10846.89          10344.40
2097152             10802.06           5150.82
4194304             10768.06           2567.30
