# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.46        2455343.63
2                       5.10        2550214.42
4                      10.11        2527219.14
8                      20.21        2525910.81
16                     40.31        2519436.17
32                     79.40        2481151.10
64                    158.12        2470643.45
128                   295.92        2311910.63
256                   566.79        2214023.72
512                   971.95        1898339.53
1024                 1780.73        1738994.20
2048                 3141.33        1533851.54
4096                 2902.87         708707.41
8192                 4539.73         554165.77
16384                7244.60         442175.30
32768                9285.91         283383.48
65536               10587.89         161558.44
131072              10708.58          81700.00
262144              10827.49          41303.58
524288              10896.78          20783.95
1048576             10930.90          10424.52
2097152             10963.13           5227.63
4194304             10969.67           2615.37
