# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.91        1905814.92
2                       3.85        1925147.38
4                       7.65        1912907.99
8                      15.27        1908321.26
16                     30.28        1892591.19
32                     59.73        1866644.41
64                    118.55        1852386.83
128                   222.88        1741214.88
256                   449.03        1754038.33
512                   899.90        1757625.82
1024                 1683.02        1643578.29
2048                 3087.38        1507510.75
4096                 2596.46         633901.84
8192                 4280.01         522461.98
16384                6624.04         404299.47
32768                8868.02         270630.34
65536               10164.42         155096.67
131072              10389.08          79262.41
262144              10631.75          40556.89
524288              10778.21          20557.81
1048576             10852.65          10349.90
2097152             10815.34           5157.15
4194304             10783.80           2571.06
