# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.97        1970535.45
2                       3.95        1976337.74
4                       7.91        1978333.66
8                      15.75        1969092.75
16                     31.43        1964625.75
32                     63.47        1983281.49
64                    124.25        1941378.20
128                   237.14        1852668.40
256                   484.04        1890781.38
512                   907.50        1772464.27
1024                 1694.66        1654941.36
2048                 3039.24        1484003.77
4096                 2690.36         656826.01
8192                 4385.20         535302.85
16384                6723.74         410384.36
32768                8903.70         271719.29
65536               10173.54         155235.89
131072              10443.19          79675.18
262144              10642.87          40599.32
524288              10753.02          20509.76
1048576             10824.94          10323.47
2097152             10750.37           5126.17
4194304             10732.97           2558.94
