# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       2.30
2                       4.63
4                       9.17
8                      17.91
16                     36.63
32                     72.21
64                    137.41
128                   271.43
256                   535.72
512                   961.33
1024                 1795.14
2048                 3341.11
4096                 2719.99
8192                 4471.71
16384                6916.66
32768                9073.16
65536               10243.61
131072              10527.28
262144              10688.08
524288              10841.83
1048576             10893.26
2097152             10841.32
4194304             10820.96
