# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.97        1969417.53
2                       3.96        1982136.18
4                       7.87        1968181.82
8                      15.61        1951697.68
16                     31.32        1957457.48
32                     62.08        1939940.06
64                    123.34        1927120.17
128                   234.11        1828946.83
256                   481.15        1879505.71
512                   912.66        1782538.74
1024                 1693.92        1654223.20
2048                 3056.52        1492440.42
4096                 2600.03         634771.96
8192                 4229.94         516350.65
16384                6706.64         409341.04
32768                8943.32         272928.36
65536               10189.03         155472.19
131072              10435.91          79619.70
262144              10653.34          40639.27
524288              10778.96          20559.23
1048576             10861.55          10358.39
2097152             10825.52           5162.01
4194304             10795.13           2573.76
