# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.09
2                       6.19
4                      12.19
8                      24.78
16                     48.15
32                     95.91
64                    189.65
128                   362.89
256                   687.38
512                  1146.01
1024                 2048.24
2048                 3546.33
4096                 2929.75
8192                 4595.95
16384                7049.93
32768                8991.60
65536                9951.81
131072              10618.92
262144              10805.52
524288              10959.37
1048576             11007.06
2097152             11040.78
4194304             11044.81
