# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.41        3412259.97
2                       6.66        3328816.55
4                      13.75        3437109.33
8                      26.57        3321645.81
16                     53.49        3343133.07
32                    107.05        3345339.79
64                    218.50        3414074.78
128                   409.75        3201148.09
256                   823.98        3218663.74
512                  1245.03        2431693.63
1024                 2253.41        2200592.23
2048                 3858.09        1883834.58
4096                 3383.44         826035.35
8192                 5200.66         634846.20
16384                7752.72         473188.36
32768                9457.71         288626.30
65536               10505.29         160298.03
131072              10909.73          83234.64
262144              11127.58          42448.33
524288              11271.01          21497.74
1048576             11335.45          10810.33
2097152             11369.94           5421.61
4194304             11382.05           2713.69
