# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.08        3079779.13
2                       6.07        3035331.59
4                      12.39        3097537.19
8                      24.25        3031704.76
16                     48.83        3051663.08
32                     95.51        2984742.74
64                    189.17        2955821.37
128                   359.63        2809609.90
256                   683.58        2670224.74
512                  1129.35        2205754.12
1024                 2051.59        2003508.39
2048                 3555.73        1736194.05
4096                 2990.07         729997.19
8192                 4788.11         584485.92
16384                7190.09         438848.29
32768                9173.55         279954.41
65536               10019.29         152882.23
131072              10684.43          81515.76
262144              10887.35          41531.93
524288              11058.53          21092.47
1048576             11095.92          10581.89
2097152             11135.87           5310.00
4194304             11132.09           2654.10
