# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.24        3239765.04
2                       6.80        3397732.04
4                      13.57        3392631.59
8                      27.09        3386037.72
16                     54.74        3421554.37
32                    106.50        3328020.46
64                    218.90        3420238.38
128                   424.42        3315751.90
256                   823.27        3215903.45
512                  1252.31        2445924.06
1024                 2211.69        2159851.41
2048                 3866.19        1887787.60
4096                 3367.40         822117.96
8192                 5158.84         629740.91
16384                7716.59         470983.32
32768                9483.01         289398.58
65536               10471.80         159786.95
131072              10890.91          83091.06
262144              11084.67          42284.64
524288              11107.92          21186.68
1048576             11282.05          10759.41
2097152             11317.57           5396.64
4194304             11314.36           2697.55
