# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.32        3321730.63
2                       6.51        3257460.96
4                      13.16        3289073.20
8                      26.46        3307588.58
16                     53.43        3339550.11
32                    106.84        3338672.95
64                    216.58        3384002.78
128                   417.41        3261024.70
256                   807.12        3152826.78
512                  1238.93        2419782.33
1024                 2206.37        2154653.78
2048                 3813.00        1861814.44
4096                 3336.24         814511.51
8192                 5113.36         624189.01
16384                7660.51         467560.50
32768                9417.62         287403.05
65536               10427.66         159113.52
131072              10866.05          82901.38
262144              11068.02          42221.14
524288              11210.59          21382.51
1048576             11270.55          10748.44
2097152             11304.58           5390.44
4194304             11304.53           2695.21
