# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.46
2                       6.94
4                      14.13
8                      27.70
16                     56.23
32                    110.64
64                    223.54
128                   440.79
256                   847.20
512                  1109.82
1024                 1885.03
2048                 3501.22
4096                 3345.99
8192                 4976.61
16384                7479.03
32768                9302.32
65536               10465.71
131072              10896.84
262144              11116.63
524288              11270.29
1048576             11342.37
2097152             11383.48
4194304             11338.25
