# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.45
2                       6.76
4                      13.50
8                      27.27
16                     53.80
32                    108.97
64                    210.69
128                   428.46
256                   807.57
512                  1139.62
1024                 1930.23
2048                 3514.26
4096                 3273.68
8192                 4897.24
16384                7401.30
32768                9204.76
65536               10388.78
131072              10814.94
262144              11027.55
524288              11171.04
1048576             11236.96
2097152             11276.69
4194304             11252.94
