# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.11        3109663.20
2                       6.25        3126864.36
4                      12.09        3022964.18
8                      24.93        3116073.39
16                     47.55        2972070.71
32                     98.11        3065925.54
64                    188.89        2951462.78
128                   363.98        2843578.48
256                   701.80        2741404.20
512                  1134.15        2215134.48
1024                 2071.04        2022496.03
2048                 3538.41        1727740.96
4096                 3004.41         733497.50
8192                 4797.48         585630.34
16384                7230.04         441286.41
32768                9202.87         280849.26
65536               10058.46         153479.94
131072              10672.88          81427.60
262144              10892.37          41551.10
524288              11050.07          21076.33
1048576             11110.99          10596.27
2097152             11166.46           5324.58
4194304             11162.43           2661.33
