# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.96        2964873.38
2                       6.04        3019189.64
4                      12.04        3009870.12
8                      23.98        2997637.30
16                     47.69        2980348.33
32                     94.93        2966688.49
64                    184.84        2888062.66
128                   355.99        2781174.34
256                   686.60        2682027.76
512                  1097.52        2143602.91
1024                 2021.42        1974042.45
2048                 3547.21        1732037.74
4096                 2941.74         718197.49
8192                 4725.50         576842.89
16384                7143.86         436026.49
32768                9122.62         278400.34
65536                9978.31         152256.88
131072              10586.90          80771.63
262144              10796.30          41184.63
524288              10757.79          20518.86
1048576             11006.89          10496.99
2097152             11061.96           5274.75
4194304             11045.86           2633.54
