# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.36        3362060.21
2                       6.61        3306478.87
4                      13.45        3363731.30
8                      26.65        3331695.77
16                     54.24        3389716.32
32                    107.13        3347866.74
64                    215.99        3374885.20
128                   416.55        3254276.62
256                   822.37        3212373.26
512                  1238.38        2418718.13
1024                 2222.25        2170169.94
2048                 3822.26        1866339.09
4096                 3335.16         814247.20
8192                 5123.73         625455.26
16384                7663.57         467747.33
32768                9457.01         288604.94
65536               10448.60         159432.97
131072              10869.83          82930.20
262144              11058.13          42183.43
524288              11026.40          21031.19
1048576             11208.94          10689.68
2097152             11270.92           5374.40
4194304             11279.29           2689.19
