# OSU MPI Latency Test v7.2
# Size          Latency (us)
# Datatype: MPI_CHAR.
1                       0.51
2                       0.51
4                       0.52
8                       0.52
16                      0.51
32                      0.51
64                      0.54
128                     0.53
256                     0.56
512                     0.71
1024                    0.82
2048                    1.08
4096                    1.93
8192                    2.71
16384                   4.20
32768                   6.75
65536                   9.51
131072                 15.41
262144                 27.33
524288                 52.71
1048576               109.65
2097152               213.06
4194304               414.49
