# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.09
2                       5.93
4                      11.83
8                      24.95
16                     49.69
32                    100.18
64                    193.77
128                   360.65
256                   716.52
512                  1164.25
1024                 2089.74
2048                 3602.72
4096                 2962.40
8192                 4652.01
16384                7115.93
32768                9042.48
65536                9999.67
131072              10670.75
262144              10647.57
524288              11014.23
1048576             11027.94
2097152             11062.79
4194304             11065.64
