# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.39        3387508.41
2                       6.81        3403506.55
4                      13.66        3414463.48
8                      27.32        3414733.28
16                     54.77        3423142.69
32                    109.01        3406480.40
64                    217.58        3399621.17
128                   426.49        3331936.70
256                   815.82        3186782.34
512                  1252.49        2446264.92
1024                 2225.10        2172949.90
2048                 3860.86        1885183.77
4096                 3378.28         824775.60
8192                 5137.60         627148.96
16384                7692.93         469539.39
32768                9480.16         289311.55
65536               10495.47         160148.23
131072              10909.26          83231.06
262144              11101.00          42346.96
524288              11227.37          21414.50
1048576             11305.67          10781.93
2097152             11303.11           5389.74
4194304             11322.96           2699.60
