# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.12
2                       6.33
4                      12.67
8                      25.22
16                     51.04
32                    102.53
64                    197.26
128                   375.58
256                   719.07
512                  1169.70
1024                 2098.84
2048                 3594.41
4096                 2993.87
8192                 4691.38
16384                7126.71
32768                9058.43
65536               10013.76
131072              10633.01
262144              10868.17
524288              11045.50
1048576             11099.00
2097152             11132.22
4194304             11132.22
